 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
  2  'x-y, x, z+5/6'
  3  '-y, x-y, z+2/3'
  4  '-x, -y, z+1/2'
  5  '-x+y, -x, z+1/3'
  6  'y, -x+y, z+1/6'
  7  '-y, -x, -z+1/6'
  8  '-x, -x+y, -z+1/3'
  9  '-x+y, y, -z+1/2'
  10  'y, x, -z+2/3'
  11  'x, x-y, -z+5/6'
  12  'x-y, -y, -z'
