 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
  2  '-y+1/2, x, z+3/4'
  3  '-x, -y, z'
  4  'y+1/2, -x, z+3/4'
  5  '-x, y, z+1/2'
  6  'y+1/2, x, z+1/4'
  7  'x, -y, z+1/2'
  8  '-y+1/2, -x, z+1/4'
  9  'x+1/2, y+1/2, z+1/2'
  10  '-y, x+1/2, z+1/4'
  11  '-x+1/2, -y+1/2, z+1/2'
  12  'y, -x+1/2, z+1/4'
  13  '-x+1/2, y+1/2, z'
  14  'y, x+1/2, z+3/4'
  15  'x+1/2, -y+1/2, z'
  16  '-y, -x+1/2, z+3/4'
